,TEXT,0,1,2,3,4,5,6
1076,"Poverty, saving species, repowering the world with renewable energy, lifting people up to live better lives - there are no easy answers to guiding our planet on the path toward sustainability. Complex problems require sophisticated solutions. They involve intricacy beyond human capabilities, the kind of big-data processing and analysis that only advanced large-scale computing can provide. This NSF Expedition in Computing launches CompSustNet (http://www.compsust.net), a vast research network powered by the nation's recognized university computer science programs, charged with applying the emerging field of computational sustainability to solving the world's seemingly unsolvable resource problems. Put simply, the project will enlist some of the top talents in computing, social science, conservation, physics, materials science, and engineering to unlock sustainable solutions that safeguard our planet's future.Computational Sustainability is, at its core, the belief that with sufficiently advanced computational techniques, we can devise sustainable solutions that meet the environmental, societal, and economic needs of today while providing for future generations. In much the same way IBM's supercomputer Watson could defeat any challenger in Jeopardy!, computational sustainability posits that a computer-engineered solution can be applied to world's difficult and challenging problems - from helping farmers and herders in Africa survive severe droughts to developing a smart power grid fueled entirely by renewable energy. CompSustNet is a large national and international multi-institutional research network led by Cornell University and including 11 other US academic institutions: Bowdoin, Caltech, CMU, Georgia Tech, Howard University, Oregon State, Princeton, Stanford, UMass, University of South California, and Vanderbilt University, as well as collaborations with several international universities. But CompSustNet is not just an academic enterprise, as it also includes key governmental and non-governmental organizations that specialize in conservation, poverty mitigation, and renewable energy, such as The Nature Conservancy, The World Wildlife Fund, The International Livestock Research Institute, The Trans-African Hydro-Meteorological Observatory, and the National Institute of Standards and Technology.CompSustNet's core mission is to significantly expand the horizons of computational sustainability and foster the advancement of state-of-the-art computer science to achieve the scale to tackle global problems. Research will focus on cross-cutting computational topics such as optimization, dynamical models, simulation, big data, machine learning, and citizen science, applied to sustainability challenges.  For example, computational sustainability is being put to work to resolve the problem of providing wetlands for shorebirds that migrate from the Arctic through California during a time of drought. As California gets drier, the shorebirds have nowhere to stop, rest, and refuel by eating wetland invertebrates. Scientists are developing new dynamic precision conservation techniques that use complex, big-data models to tackle the problem with NASA satellite imagery, meteorological forecasts, and citizen science in the form of thousands of bird location sightings from the Cornell Lab of Ornithology's eBird checklisting app for birdwatchers. Through partnership with The Nature Conservancy, the program forecasts when and where wetland habitat would be needed for shorebirds, and the Conservancy pays Central Valley rice farmers to flood their fields at opportune times - providing benefits for birds and farmers at a time when extreme drought is making life tough for both. In similar ways, computational sustainability projects will also be hard at work innovating automated monitoring networks to protect endangered elephant population from poachers, promoting the discovery of novel ways to harvest energy from sun light, and designing algorithms to manage the generation and storage of renewable energy in the power grid. Advancements in computational sustainability will lead to novel, low-cost, high-efficiency strategies for saving endangered species, helping indigenous peoples improve their way of life, and scaling renewables up to meet 21st century energy demand. CompSustNet is like the seed, the venture capital, to help the field of computational sustainability achieve what's possible. Africa; African; Algorithm Design; Arctic Regions; Arts; Belief; Big Data; Birds; California; Capital; Charge; citizen science; Collaborations; Complex; Computational Technique; computer science; computerized data processing; Computers; cost; data modeling; Droughts; Eating; economic need; Elephants; Engineering; Expeditions; farmer; Floods; Fostering; Funding; Future; Future Generations; Generations; Habitats; Harvest; Human; Imagery; improved; Indigenous; innovation; Institutes; Institution; International; Invertebrates; Lead; Life; Lifting; Light; Livestock; Location; Machine Learning; materials science; meetings; Mission; models and simulation; Monitor; Nature; novel; Oregon; Physics; Planets; Population; Poverty; programs; Research; Research Institute; Resources; Rest; Rice; Scientist; Seeds; Social Sciences; supercomputer; Talents; Techniques; Technology; The Sun; Time; United States National Aeronautics and Space Administration; Universities; Vision; WorkCOLLABORATIVE RESEARCH: COMPSUSTNET: EXPANDING THE HORIZONS OF COMPUTATIONAL SUSTAINABILITY",0.999999,1e-06,0.999999,0.999999,0.999999,0.999999,1e-06
1077,"Poverty, saving species, repowering the world with renewable energy, lifting people up to live better lives - there are no easy answers to guiding our planet on the path toward sustainability. Complex problems require sophisticated solutions. They involve intricacy beyond human capabilities, the kind of big-data processing and analysis that only advanced large-scale computing can provide. This NSF Expedition in Computing launches CompSustNet (http://www.compsust.net), a vast research network powered by the nation's recognized university computer science programs, charged with applying the emerging field of computational sustainability to solving the world's seemingly unsolvable resource problems. Put simply, the project will enlist some of the top talents in computing, social science, conservation, physics, materials science, and engineering to unlock sustainable solutions that safeguard our planet's future.Computational Sustainability is, at its core, the belief that with sufficiently advanced computational techniques, we can devise sustainable solutions that meet the environmental, societal, and economic needs of today while providing for future generations. In much the same way IBM's supercomputer Watson could defeat any challenger in Jeopardy!, computational sustainability posits that a computer-engineered solution can be applied to world's difficult and challenging problems - from helping farmers and herders in Africa survive severe droughts to developing a smart power grid fueled entirely by renewable energy. CompSustNet is a large national and international multi-institutional research network led by Cornell University and including 11 other US academic institutions: Bowdoin, Caltech, CMU, Georgia Tech, Howard University, Oregon State, Princeton, Stanford, UMass, University of South California, and Vanderbilt University, as well as collaborations with several international universities. But CompSustNet is not just an academic enterprise, as it also includes key governmental and non-governmental organizations that specialize in conservation, poverty mitigation, and renewable energy, such as The Nature Conservancy, The World Wildlife Fund, The International Livestock Research Institute, The Trans-African Hydro-Meteorological Observatory, and the National Institute of Standards and Technology.CompSustNet's core mission is to significantly expand the horizons of computational sustainability and foster the advancement of state-of-the-art computer science to achieve the scale to tackle global problems. Research will focus on cross-cutting computational topics such as optimization, dynamical models, simulation, big data, machine learning, and citizen science, applied to sustainability challenges.  For example, computational sustainability is being put to work to resolve the problem of providing wetlands for shorebirds that migrate from the Arctic through California during a time of drought. As California gets drier, the shorebirds have nowhere to stop, rest, and refuel by eating wetland invertebrates. Scientists are developing new dynamic precision conservation techniques that use complex, big-data models to tackle the problem with NASA satellite imagery, meteorological forecasts, and citizen science in the form of thousands of bird location sightings from the Cornell Lab of Ornithology's eBird checklisting app for birdwatchers. Through partnership with The Nature Conservancy, the program forecasts when and where wetland habitat would be needed for shorebirds, and the Conservancy pays Central Valley rice farmers to flood their fields at opportune times - providing benefits for birds and farmers at a time when extreme drought is making life tough for both. In similar ways, computational sustainability projects will also be hard at work innovating automated monitoring networks to protect endangered elephant population from poachers, promoting the discovery of novel ways to harvest energy from sun light, and designing algorithms to manage the generation and storage of renewable energy in the power grid. Advancements in computational sustainability will lead to novel, low-cost, high-efficiency strategies for saving endangered species, helping indigenous peoples improve their way of life, and scaling renewables up to meet 21st century energy demand. CompSustNet is like the seed, the venture capital, to help the field of computational sustainability achieve what's possible. Africa; African; Algorithm Design; Arctic Regions; Arts; Belief; Big Data; Birds; California; Capital; Charge; citizen science; Collaborations; Complex; Computational Technique; computer science; computerized data processing; Computers; cost; data modeling; Droughts; Eating; economic need; Elephants; Engineering; Expeditions; farmer; Floods; Fostering; Funding; Future; Future Generations; Generations; Habitats; Harvest; Human; Imagery; improved; Indigenous; innovation; Institutes; Institution; International; Invertebrates; Lead; Life; Lifting; Light; Livestock; Location; Machine Learning; materials science; meetings; Mission; models and simulation; Monitor; Nature; novel; Oregon; Physics; Planets; Population; Poverty; programs; Research; Research Institute; Resources; Rest; Rice; Scientist; Seeds; Social Sciences; supercomputer; Talents; Techniques; Technology; The Sun; Time; United States National Aeronautics and Space Administration; Universities; Vision; WorkCOLLABORATIVE RESEARCH: COMPSUSTNET: EXPANDING THE HORIZONS OF COMPUTATIONAL SUSTAINABILITY",0.999999,1e-06,0.999999,0.999999,0.999999,0.999999,1e-06
1078,"The cells of the developing human embryo all carry the same genetic material, but they specialize into more than 200 different cell types that perform specific functions. These different cell types develop in precise spatial patterns that form the body plan of the embryo. Decades of genetic and biochemical studies have revealed that cells communicate using secreted signaling molecules, and that the signaling pathways activated inside the cell by these molecules are essential for conveying positional information to each cell, so that it specializes correctly. While many of the components of these pathways have been discovered, how the processes of signal interpretation and specialization occur has remained obscure due to the difficulty of observing and perturbing embryonic development. This challenge is particularly acute for mammalian embryos that develop in utero. Human embryonic stem cells (hESCs) represent a potential solution to these challenges, as they are capable of following developmental programs in a culture dish, enabling elucidation of human development to a degree that is otherwise impossible.  This project combines experimental studies of hESCs grown in particular spatial patterns and mathematical modeling to dissect how cells interpret signals and differentiate in spatial patterns during the earliest stages of development. Coupled with this research program is a spectrum of educational activities aimed at training the next generation of scientists to perform interdisciplinary, quantitative research in the biological sciences. Planned activities include outreach to K-12 students, education aimed at high school advanced placement teachers, and innovative undergraduate and graduate courses. Following successful introduction at Rice University, these courses will be widely distributed through the Coursera online platform.Mechanistic studies of pattern formation during mammalian development are challenging due the difficulty of observing and manipulating the embryo in utero. This project takes advantage of a recently developed in vitro system in which patterns form in hESC colonies grown in controlled geometries using micropatterning technology. The patterns form from the combination of an inductive signal added to the culture medium (BMP4) as well as paracrine signals between cells that have been identified as Wnt and Activin-Nodal signals. The project will use this system to quantitatively deconstruct the mechanisms of early patterning in the mammalian embryo. First, similar micropatterning technology will be used to isolate extremely small colonies of hESCs (1-10 cells). Colonies with a single cell will be used to directly measure the response to the inductive signal without interference from neighboring cells. Colonies with two cells will be used to understand the response to the paracrine signals in a simplified system, while those with larger number of cells will be used to measure how cells integrate signals from multiple neighbors. Results from these small colonies will be used to create mathematical models capable of predicting patterning in larger colonies of thousands of cells that display the full spectrum of embryonic fates. These models will be validated and further developed by experiments using live-cell imaging reporters for the activity of the BMP, Wnt, and Nodal signaling pathways together with reporters for cell fates. These dynamic observations are only possible in the in vitro development system, and will be used to correlate the dynamics of signaling in each individual cell with the fate it ultimately adopts. Taken together, these results will provide unprecedented understanding of early mammalian development and reveal principles of paracrine signaling and in vitro tissue self-organization. Activins; Acute; Adopted; Advanced Placement; Biochemical; Biological Sciences; BMP4; career; Cell Count; cell type; Cells; Coupled; Culture Media; Development; Education; Educational Activities; Embryo; Embryonic Development; Genetic; Genetic Materials; Geometry; high school; Human; Human Development; human embryonic stem cell; in utero; In Vitro; Individual; innovation; K-12 student; live cell imaging; mathematical model; Measures; Modeling; next generation; Nodal; outreach; Paracrine Communication; Pathway interactions; Pattern; Pattern Formation; programs; Reporter; Research; research study; response; Rice; Scientist; self organization; Signal Pathway; signal processing; Signal Transduction; Signaling Molecule; Staging; System; Systems Development; teacher; Technology; Tissues; Training; UniversitiesCAREER: UNDERSTANDING HUMAN EMBRYONIC DEVELOPMENT FROM THE BOTTOM UP",0.999999,0.999999,1e-06,1e-06,8.072696071535982e-06,5.446926875423162e-05,1e-06
1079,"The broader impact/commercial potential of this Small Business Innovation Research Phase I project is that it offers the potential for a new process technology to produce silicon using a sustainable, natural resource as the starting material. Currently, all silicon used in solar cells and computer chips, and all silicon used in the manufacture of silicon containing chemicals including silicone rubbers, oils, lubricants and fumed silica (paints, paper) etc. is produced in an energy, equipment and CO2-intensive process. Biogenic silica includes diatomaceous earth and many kinds of agricultural waste including rice hull ash, inorganic waste from bioethanol production, corn stover, and wheat chaff. The objectives of this project are to develop economical routes from these silica sources to high purity, high value silica products at significantly lower cost than currently available by using a green and sustainable technology. Key markets include electronic, optical, and photonic applications, specialty chemicals, and consumer products. The technical objectives of this Phase I project are to successfully depolymerize biogenic silicas at temperatures ?? 200??C to produce distillable alkoxysilanes. The primary silica source is rice hull ash (RHA), a sustainable, heavy metal free, silica rich agricultural waste. This process uses catalytic base to dissolved RHA silica in antifreeze at ?? 200??C followed by exchange with alcohol to produce alkoxysilanes. In contrast, traditional alkoxysilanes are made from silicon metal produced by carbothermal reduction of silica with carbon at 1900 ??C in an electric arc furnace; a high energy, capital equipment and CO2 intensive process. A further advantage to this process is that the silica depleted RHA offers direct access to high purity (99.9999 %) photovoltaic grade silicon at multi-kg/day scales. If successful, the proposed project could change how high purity alkoxysilanes, precipitated silica, and fumed silica are produced as multiple RHA sources are available worldwide. The alkoxysilane products can be distilled to very high purity at very low cost compared to the same product made from Silicon metal. The initial goal is to produce tetraethoxysilane to compete against Silicon metal derived product and move thereafter to high purity precipitated silica for electronic and optical products applications. Agriculture; Alcohols; Antifreeze; base; Capital; Carbon; Carbon Dioxide; Cells; Chemicals; Computers; consumer product; cost; Diatomaceous Earth; Electronics; Equipment; Goals; Heavy Metals; Lubricants; Marketing; medical specialties; Metals; Natural Resources; Oils; Optics; Paint; Paper; Phase; photonics; Process; Production; Rice; Route; Silicon; Silicon Dioxide; Silicone Elastomers; Small Business Innovation Research Grant; Source; Technology; Temperature; tetraethoxysilane; wasting; WheatSBIR PHASE I: PRODUCTION OF ALKOXYSILANES DIRECTLY FROM BIOGENIC SILICA",1e-06,1e-06,5.590739894235549e-06,1e-06,1e-06,0.9999389309958109,0.999999
1080,"This project is a collaborative effort to investigate the emissions of particulate chloride from biomass burning and the implications of these emissions on the formation of atmospheric ozone and small particles.  The effort combines the facilities and expertise of atmospheric chemists at Carnegie-Mellon University (CMU) and University of Washington (UW) for the purpose of conducting a detailed set of laboratory experiments in a large smog chamber reactor in CMU's combustion facility.  The chamber will be filled with smoke from the open combustion of globally relevant chloride emitting biomass fuels such as various types of grasses (e.g. Sawgrass, Wiregrass, Rice straw), and Palmetto (small palm species).  Changes in the concentrations of gas-phase reactants and products will be determined in real-time using UW's state-of-the-art chemical measurement instrumentation.  The investigators will apply kinetic box models to derive the combination of parameters that give the best measurement-model agreement for the development of parameters that can be used in regional and global models.Particulate chloride undergoes efficient reactions with nitrogen oxide gases, releasing nitryl chloride (ClNO2) in the gas phase.  The presence of ClNO2 can significantly perturb the troposphere's oxidant budget, the cycling of chlorine (ClOx), hydrogen (HOx), and NOx radicals, the oxidation of organic compounds and associated organic aerosol formation, and ground-level ozone levels.  This project will be the first laboratory study to investigate the formation and yield of ClNO2 from dinitrogen pentoxide (N2O5), reacting with chloride in particle systems representative of biomass burning aerosols. Aerosols; Agreement; Arts; Biomass; biomass fuel; Boxing; Budgets; Burn injury; Chemicals; Chloride Ion; Chlorides; Chlorine; Development; Gases; Hydrogen; instrumentation; Kinetics; laboratory experiment; Laboratory Study; Measurement; Modeling; Nitrogen Oxides; Oxidants; oxidation; Ozone; particle; Particulate; Phase; Poaceae; Reaction; Research; Research Personnel; Rice; Smog; Smoke; System; time use; troposphere; tropospheric ozone; Universities; WashingtonCOLLABORATIVE RESEARCH: CHLORINE ACTIVATION IN BIOMASS BURNING PLUMES",0.999999,1e-06,0.996306126270694,0.9999987825256976,1e-06,0.9999826601758434,0.9966617891399141
1081,"This project is a collaborative effort to investigate the emissions of particulate chloride from biomass burning and the implications of these emissions on the formation of atmospheric ozone and small particles.  The effort combines the facilities and expertise of atmospheric chemists at Carnegie-Mellon University (CMU) and University of Washington (UW) for the purpose of conducting a detailed set of laboratory experiments in a large smog chamber reactor in CMU's combustion facility.  The chamber will be filled with smoke from the open combustion of globally relevant chloride emitting biomass fuels such as various types of grasses (e.g. Sawgrass, Wiregrass, Rice straw), and Palmetto (small palm species).  Changes in the concentrations of gas-phase reactants and products will be determined in real-time using UW's state-of-the-art chemical measurement instrumentation.  The investigators will apply kinetic box models to derive the combination of parameters that give the best measurement-model agreement for the development of parameters that can be used in regional and global models.Particulate chloride undergoes efficient reactions with nitrogen oxide gases, releasing nitryl chloride (ClNO2) in the gas phase.  The presence of ClNO2 can significantly perturb the troposphere's oxidant budget, the cycling of chlorine (ClOx), hydrogen (HOx), and NOx radicals, the oxidation of organic compounds and associated organic aerosol formation, and ground-level ozone levels.  This project will be the first laboratory study to investigate the formation and yield of ClNO2 from dinitrogen pentoxide (N2O5), reacting with chloride in particle systems representative of biomass burning aerosols. Aerosols; Agreement; Arts; Biomass; biomass fuel; Boxing; Budgets; Burn injury; Chemicals; Chloride Ion; Chlorides; Chlorine; Development; Gases; Hydrogen; instrumentation; Kinetics; laboratory experiment; Laboratory Study; Measurement; Modeling; Nitrogen Oxides; Oxidants; oxidation; Ozone; particle; Particulate; Phase; Poaceae; Reaction; Research; Research Personnel; Rice; Smog; Smoke; System; time use; troposphere; tropospheric ozone; Universities; WashingtonCOLLABORATIVE RESEARCH: CHLORINE ACTIVATION IN BIOMASS BURNING PLUMES",0.999999,1e-06,0.996306126270694,0.9999987825256976,1e-06,0.9999826601758434,0.9966617891399141
1082,"This award provides support for the 2015 Texas Analysis and Mathematical Physics Symposium that will take place at the University of Texas at Dallas during the Fall 2015 semester. The Texas Analysis and Mathematical Physics Symposium is a regional weekend meeting held annually, hosted in turn by Rice University,  the University of Texas at Austin, and the University of Texas at Dallas. It is intended for the participation of around 60 people, including 25 non-local graduate students. The workshop brings together many senior mathematicians from Texas and neighboring states, who may not otherwise have an opportunity to discuss mathematics together throughout the year. Structurally the symposium consists of 7-8 main lectures given by nationally recognized leaders in the field, and contributed sessions, including a poster session, for advanced graduate students and participating researchers from regional universities, to present their work. This will provide graduate students with an opportunity to obtain feedback from senior faculty from other departments. The networking activities made possible by the Symposium will prove to be a valuable experience for young researchers. The Symposium encourages and financially supports participation by students, recent Ph.D. recipients, and members of groups underrepresented in mathematics. The Symposium is a forum for regional specialists in mathematical physics and related areas of analysis to become familiar with the latest problems and present their own results; in addition it introduces young mathematicians to the current state of the subject. This year's Symposium will focus on the areas where probability theory, dynamical systems theory, spectral theory, and partial differential equations intersect and interact. More information, including a list of speakers and abstracts, registration information, and an archive of the past symposium can be found at the website of the meeting: https://www.ma.utexas.edu/users/tc/TeXAMP/TeXAMP-2015/TeXAMP-2015.html abstracting; Archives; Area; Area Analyses; austin; Award; Differential Equation; Doctor of Philosophy; dynamic system; Educational workshop; experience; falls; Feedback; graduate student; lectures; mathematical analysis; Mathematics; meetings; member; Physics; posters; Probability Theory; Research Personnel; Rice; senior faculty; Specialist; student participation; symposium; Systems Theory; Texas; theories; Underrepresented Groups; Universities; web site; WorkTEXAS ANALYSIS AND MATHEMATICAL PHYSICS SYMPOSIUM",0.999999,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
1083,"The objective of this research was defined in the Phase I grant proposal as follows: “This proposed EPA-P3 Phase I project addresses a growing challenge of utilizing large quantities of agricultural biomass residues (waste) as a renewable, carbon-negative energy source in California.”  In the problem definition and justification for the proposed research of our the Phase I proposal we identified the primary reason for the decline in the use of the large quantities of available biomass residues (waste) for energy generation in California, as the lack of economic viability of large scale biomass power plants in the state due to inability to compete with natural gas in power generation. The transportation and handling cost of biomass residues makes them uneconomical for use as fuel in large power plants.  Our proposed solution to this problem was the following: “A potential solution is a new approach in the use of agricultural biomass residues (waste) for energy generation is gasification (pyrolysis) of the biomass combined with biochar production directly on-the-farm. This approach offers a carbon negative source of energy through carbon sequestration in the soil with added benefits of increased agricultural production.”  The objective of the proposed research in Phase II will continue as the sustainable and environmentally beneficial conversion of biomass residues (waste) into biochar. However, the emphasis will be on maximizing carbon sequestration in the soil for improving water retention and agricultural productivity. Energy generation in the form of usable heating or cooling will be a secondary objective.  We will be focusing our efforts toward working with the local agricultural industry and certain fire-hazard threatened communities in Northern California to convert the large amounts agricultural and forest biomass residues into biochar on-the-farm and onsite in the forest. Address; Agriculture; Applications Grants; Biomass; California; Carbon; Communities; cost; Economics; Energy-Generating Resources; Farming environment; Fire - disasters; forest; Generations; hazard; Heating; improved; Industry; Names; Natural Gas; novel strategies; Phase; Power Plants; Production; Productivity; Research; Rice; Soil; Transportation; wasting; WaterENERGY GENERATION THROUGH GASIFICATION OF OPTIMIZED RICE HULL BIOMASS",1e-06,1e-06,0.999999,0.9942238434058133,1e-06,0.9999977157618093,0.999999
1084,"Objective(s): Objective 1: Develop transformation expression vectors to target transgene expression specifically to tissues that are initially infected by Fusarium  graminearum. Objective 2: Develop antifungal candidate genes and gene constructs that can be used in targeted expression system to develop Fusarium-resistant barley. Objective 3: Identify components of the GA response that can be used as predictors of malting.  Approach: Produce gene macroarrays from our lemma-specific gene library and a new  epicarpspecific library. Probe libraries with cDNA from Fusarium-infected lemma and epicarp. Clone and identify the upregulated genes, and confirm tissue-specificity with RNA blots. A modified inverse PCR will be used to clone their promoters from barley. Promoter (upstream) regions will be ligated upstream of the green fluorescent protein gene in an expression vector and functionally confirmed in transient bombardment assays where tissues will be examined for fluorescence before and after infection with Fusarium. If successful, barley will be stably transformed with antifungal protein genes driven by these promoters using the Agrobacterium vector pRSHyg. These genes (cloned in this lab) include lemma thionin, Ltp, and germin. Transformants will be tested for Fusarium resistance. The gene for the barley gibberellin (GA) hormone receptor will be cloned using homologies to the rice receptor. The gene will be compared in GA response mutants. Receptor sequence and mRNA levels will be analyzed in barleys of varying malting qualities. The Barley1 GeneChip will be used to examine transcripts in 7 malting barleys and GA response mutants. The differences in transcript profiles will provide insights into the relationship of the GA signal transduction pathway and malting quality. Agrobacterium; Antifungal Agents; Barley; Biological Assay; Candidate Disease Gene; Complementary DNA; expression vector; Fluorescence; functional genomics; Fusarium; Gene Chips; gene cloning; Gene Expression; Gene Library; Gene Proteins; Genes; germin; Gibberellins; Green Fluorescent Proteins; Hormone Receptor; Infection; insight; Inverse Polymerase Chain Reaction; Libraries; Malt Grain; Messenger RNA; Molecular; mutant; Northern Blotting; promoter; receptor; Resistance; response; Rice; Seeds; Signal Transduction Pathway; Specificity; System; Testing; Tissues; Transcript; transgene expression; vectorIMPROVEMENT OF BARLEY SEED QUALITY THROUGH MOLECULAR AND FUNCTIONAL GENOMIC GENE EXPRESSION",1e-06,0.999999,1e-06,1e-06,1e-06,1e-06,1e-06
1085,"Objective(s): Objective 1. Develop new improved attractants for weevils (Anthonomus pepper and cranberry weevils and Sitophilus maize and rice weevils) based on combinations of host plant kairomones and/or aggregation pheromones.    Objective 2. Develop pheromones and kairomones to improve the efficacy of mass-reared entomophagous nematodes used in biocontrol.    Objective 3. Develop kairomone-based attractants and repellants to control arthropod pests of honey bees, including the Varroa mite and the small hive beetle.   Objective 4. Elucidate kairomone-based communication systems of tephritid fruit flies (Anastrepha and Bactrocera spp.) and the impact of kairomones on accelerated development of sexual signaling and reproductive maturity.  Approach: Develop new and improved attractants for pest weevils based on combinations of host plant kairomones and/or aggregation pheromones. Develop pheromones and kairomones to improve the efficacy of mass-reared entomophagous nematodes used in biocontrol. Develop and test host plant volatile- and/or pheromone-based attractants and/or repellants to control arthropod pests of honey bees, including varroa mite and small hive beetle. Elucidate kairomone-based communication systems of tephritid fruit flies and the impact of kairmones on accelerated development of sexual signaling and reproductive maturity.    This research will utilize numerous interactive laboratory- and field-based bioassays with insects, mites, nematodes, and plants, as well as purified biochemicals and other organisms. Isolation and identification of new bioactive chemicals that mediate arthropod and nematode behaviors and plant-arthropod/nematode interactions will be achieved using a combination of approaches including preparative GC, HPLC, preparative flash chromatography, GC-MS, FT0IR, NMR, micro-degradation, and synthesis where applicable.    Major target insects for this research will include pest Coleoptera and Diptera that attack fruit and vegetable, Coleoptera and Acarina that impact honey bees, and Nematoda that control root insects. Other target insects may be selected as needed during progression of the project. Arthropods; base; Bees; Behavior; Biochemical; Biocontrols; Biological Assay; Capsicum; Chemicals; Chromatography; Communication; Cranberries; Diptera; Drosophila genus; fruits and vegetables; High Pressure Liquid Chromatography; Honey; improved; Insecta; Kairomones; Laboratories; Maize; Mass Fragmentography; Mediating; Mites; Nematoda; Order Coleoptera; Organism; Pheromone; Plant Roots; Plants; reproductive; Research; Rice; Semiochemicals; Sexual Development; Signal Transduction; System; Testing; Urticaria; WeevilsINSECT, NEMATODE, AND PLANT SEMIOCHEMICAL COMMUNICATION SYSTEMS",1e-06,1e-06,1e-06,1e-06,1e-06,0.999999,0.999999
1086,"Objective(s): Mathematical models that predict behavior of pathogens in food can be used to verify critical control points in Hazard Analysis and Critical Control Point (HACCP) programs. For example, they can be used to assess whether or not a process deviation results in a one log cycle increase of Clostridium perfringens during cooling of a cooked meat product during commercial processing. Models that predict behavior of pathogens can be integrated with data for pathogen contamination to predict dynamic changes in pathogen prevalence and number in food across unit operations of a production chain. Predictions of consumer exposure can then be used in a dose-response model to form a process risk model that predicts consumer exposure and response to pathogens in food produced by specific scenarios. Process risk models have great potential to improve food safety and public health by providing a better assessment of food safety and identification of risk factors. In the past, we have developed predictive models and process risk models that have proven highly useful in providing regulatory agencies and the food industry with an objective means of assessing food safety and identifying risk factors. The goal of the proposed research is to elevate that successful effort to the next level of sophistication by considering additional variables and developing new and improved models and more effectively transferring this new research to the food industry by providing updated and improved versions of our software products: the Predictive Microbiology Information Portal, ComBase, and the Pathogen Modeling Program.  1: Develop and validate predictive models for behavior of stressed and unstressed pathogens in food with added antimicrobials. This includes development of validated dynamic models for spores and vegetative foodborne pathogens for evaluating heating and cooling process deviations.   2: Develop and validate process risk models for higher risk pathogen and food combinatio  Approach: Effects and interactions of time, temperature, pH, acidulant, water activity, humectant, or preservatives (phosphates, organic acid salts, and nitrite) in meat and poultry products, as well as in rice, beans, and pasta will be assessed to collect kinetic data for pathogens (Listeria monocytogenes, Escherichia coli O157:H7, Staphylococcus aureus, Salmonella, Clostridium perfringens and Bacillus cereus).  Kinetic data will be modeled using primary and secondary models.  Predictive models performance will be evaluated using the acceptable prediction zone method.  Once validated and published, predictive models will be incorporated into the Pathogen Modeling Program and data will be archived in ComBase.  Kinetic data for development of predictive microbiology models for survival and growth of pathogens (Salmonella, E. coli O157:H7, Campylobacter jejuni, and Listeria monocytogenes) on higher risk food (tomatoes, lettuce, raw milk, and crab meat) will be obtained in inoculated pack studies.  Pathogens will be enumerated on higher risk food during storage trials using an automated miniature most probable number method.  Kinetic data will be modeled using neural network modeling methods and models will be validated against independent data using the acceptable prediction zone method.  Whole sample enrichment real time polymerase chain reaction (WSE-qPCR) will be used to obtain data for prevalence, number, and types of pathogens on higher risk food.  Predictive microbiology models and contamination data obtained by WSE-qPCR will be integrated to form process risk models that predict consumer exposure and response to pathogens on higher risk food produced by different scenarios.  All new models will be added to both versions of the Pathogen Modeling Program.  A link to ARS, Poultry Food Assess Risk Models website will be provided in the portal.  Combase will be made compatible with the PMP. antimicrobial; Archives; Bacillus cereus; bean; Behavior; Campylobacter jejuni; Clostridium perfringens; Computer software; cooking; Crabs; Data; data acquisition; Databases; Development; Domestic Fowls; Dose; Escherichia coli; Escherichia coli O157:H7; Food; Food Industry; Food Safety; foodborne pathogen; Goals; Growth; hazard; Heating; high risk; improved; inorganic phosphate; International; Kinetics; Lettuce - dietary; Link; Listeria monocytogenes; mathematical model; Meat; Meat Products; Methods; microbial; Microbiology; Milk; Modeling; Neural Network Simulation; Nitrites; operation; organic acid; pathogen; Performance; Polymerase Chain Reaction; Poultry Products; predictive modeling; Prevalence; Process; Production; programs; Public Health; Publishing; Reproduction spores; Research; response; Rice; Risk; Risk Factors; Salmonella; Salts; Sampling; Staphylococcus aureus; Stress; Temperature; Time; Tomatoes; Update; Water; web siteDATA ACQUISITION, DEVELOPMENT OF PREDICTIVE MODELS FOR FOOD SAFETY AND THEIR ASSOCIATED USE IN INTERNATIONAL PATHOGEN MODELING AND MICROBIAL DATABASES",1e-06,1e-06,1e-06,0.999999,0.999999,0.999999,1e-06
